fecha_venta,nombre_plato,categoria_plato,cantidad_vendida,tipo_venta,precio_unitario,dia_semana,tipo_dia
2024-04-05,Carne Oreada,Carnes,3,mesa,56000,Viernes,entre_semana
2024-04-05,Carne Oreada,Carnes,3,domicilio,56000,Viernes,entre_semana
2024-04-05,Cabro con Pepitoria,Carnes,7,mesa,56000,Viernes,entre_semana
2024-04-05,Cabro con Pepitoria,Carnes,8,domicilio,56000,Viernes,entre_semana
2024-04-05,Costillas de Cerdo,Carnes,4,mesa,54000,Viernes,entre_semana
2024-04-05,Costillas de Cerdo,Carnes,7,domicilio,54000,Viernes,entre_semana
2024-04-05,Lomo de Cerdo,Carnes,5,mesa,54000,Viernes,entre_semana
2024-04-05,Lomo de Cerdo,Carnes,5,domicilio,54000,Viernes,entre_semana
2024-04-05,Sobrebarriga,Carnes,9,mesa,54000,Viernes,entre_semana
2024-04-05,Sobrebarriga,Carnes,8,domicilio,54000,Viernes,entre_semana
2024-04-05,Pechuga Asada,Carnes,2,mesa,52000,Viernes,entre_semana
2024-04-05,Pechuga Asada,Carnes,5,domicilio,52000,Viernes,entre_semana
2024-04-05,Mojarra 2en1,Pescados,3,mesa,50000,Viernes,entre_semana
2024-04-05,Mojarra 2en1,Pescados,4,domicilio,50000,Viernes,entre_semana
2024-04-05,Trucha 2en1,Pescados,1,mesa,50000,Viernes,entre_semana
2024-04-05,Trucha 2en1,Pescados,1,domicilio,50000,Viernes,entre_semana
2024-04-05,Tierra Aire Mar,Pescados,1,domicilio,90000,Viernes,entre_semana
2024-04-05,Arroz con Pollo,Arroces,8,mesa,45000,Viernes,entre_semana
2024-04-05,Arroz con Pollo,Arroces,8,domicilio,45000,Viernes,entre_semana
2024-04-05,Almuerzo Ejecutivo,Corrientes,41,mesa,25000,Viernes,entre_semana
2024-04-05,Almuerzo Ejecutivo,Corrientes,52,domicilio,25000,Viernes,entre_semana
2024-04-06,Lengua en salsa,Sopas,2,mesa,60000,Sábado,sabado
2024-04-06,Lengua en salsa,Sopas,2,domicilio,60000,Sábado,sabado
2024-04-06,Mute,Sopas,18,mesa,30000,Sábado,sabado
2024-04-06,Mute,Sopas,15,domicilio,30000,Sábado,sabado
2024-04-06,Sancocho de Gallina,Sopas,11,mesa,60000,Sábado,sabado
2024-04-06,Sancocho de Gallina,Sopas,9,domicilio,60000,Sábado,sabado
2024-04-06,Frijoles con Pezuña,Sopas,5,mesa,50000,Sábado,sabado
2024-04-06,Frijoles con Pezuña,Sopas,4,domicilio,50000,Sábado,sabado
2024-04-06,Pata,Sopas,3,mesa,27000,Sábado,sabado
2024-04-06,Pata,Sopas,2,domicilio,27000,Sábado,sabado
2024-04-06,Cola de Buey,Sopas,4,mesa,60000,Sábado,sabado
2024-04-06,Cola de Buey,Sopas,7,domicilio,60000,Sábado,sabado
2024-04-06,Cazuela de Mariscos,Sopas,2,mesa,53000,Sábado,sabado
2024-04-06,Cazuela de Mariscos,Sopas,2,domicilio,53000,Sábado,sabado
2024-04-06,Carne Asada (Chatas),Carnes,12,mesa,56000,Sábado,sabado
2024-04-06,Carne Asada (Chatas),Carnes,12,domicilio,56000,Sábado,sabado
2024-04-06,Carne Oreada,Carnes,5,mesa,56000,Sábado,sabado
2024-04-06,Carne Oreada,Carnes,4,domicilio,56000,Sábado,sabado
2024-04-06,Cabro con Pepitoria,Carnes,12,mesa,56000,Sábado,sabado
2024-04-06,Cabro con Pepitoria,Carnes,16,domicilio,56000,Sábado,sabado
2024-04-06,Costillas de Cerdo,Carnes,9,mesa,54000,Sábado,sabado
2024-04-06,Costillas de Cerdo,Carnes,8,domicilio,54000,Sábado,sabado
2024-04-06,Lomo de Cerdo,Carnes,6,mesa,54000,Sábado,sabado
2024-04-06,Lomo de Cerdo,Carnes,6,domicilio,54000,Sábado,sabado
2024-04-06,Sobrebarriga,Carnes,13,mesa,54000,Sábado,sabado
2024-04-06,Sobrebarriga,Carnes,13,domicilio,54000,Sábado,sabado
2024-04-06,Pechuga Asada,Carnes,5,mesa,52000,Sábado,sabado
2024-04-06,Pechuga Asada,Carnes,6,domicilio,52000,Sábado,sabado
2024-04-06,Mojarra 2en1,Pescados,8,mesa,50000,Sábado,sabado
2024-04-06,Mojarra 2en1,Pescados,8,domicilio,50000,Sábado,sabado
2024-04-06,Trucha 2en1,Pescados,2,mesa,50000,Sábado,sabado
2024-04-06,Trucha 2en1,Pescados,2,domicilio,50000,Sábado,sabado
2024-04-06,Tierra Aire Mar,Pescados,1,mesa,90000,Sábado,sabado
2024-04-06,Tierra Aire Mar,Pescados,1,domicilio,90000,Sábado,sabado
2024-04-06,Arroz con Pollo,Arroces,13,mesa,45000,Sábado,sabado
2024-04-06,Arroz con Pollo,Arroces,12,domicilio,45000,Sábado,sabado
2024-04-06,Almuerzo Ejecutivo,Corrientes,43,domicilio,25000,Sábado,sabado
2024-04-07,Lengua en salsa,Sopas,5,mesa,60000,Domingo,domingo
2024-04-07,Lengua en salsa,Sopas,3,domicilio,60000,Domingo,domingo
2024-04-07,Mute,Sopas,38,mesa,30000,Domingo,domingo
2024-04-07,Mute,Sopas,28,domicilio,30000,Domingo,domingo
2024-04-07,Sancocho de Gallina,Sopas,29,mesa,60000,Domingo,domingo
2024-04-07,Sancocho de Gallina,Sopas,18,domicilio,60000,Domingo,domingo
2024-04-07,Pata,Sopas,5,mesa,27000,Domingo,domingo
2024-04-07,Pata,Sopas,4,domicilio,27000,Domingo,domingo
2024-04-07,Cola de Buey,Sopas,10,mesa,60000,Domingo,domingo
2024-04-07,Cola de Buey,Sopas,14,domicilio,60000,Domingo,domingo
2024-04-07,Cazuela de Mariscos,Sopas,4,mesa,53000,Domingo,domingo
2024-04-07,Cazuela de Mariscos,Sopas,4,domicilio,53000,Domingo,domingo
2024-04-07,Carne Asada (Chatas),Carnes,27,mesa,56000,Domingo,domingo
2024-04-07,Carne Asada (Chatas),Carnes,31,domicilio,56000,Domingo,domingo
2024-04-07,Carne Oreada,Carnes,11,mesa,56000,Domingo,domingo
2024-04-07,Carne Oreada,Carnes,7,domicilio,56000,Domingo,domingo
2024-04-07,Cabro con Pepitoria,Carnes,34,mesa,56000,Domingo,domingo
2024-04-07,Cabro con Pepitoria,Carnes,31,domicilio,56000,Domingo,domingo
2024-04-07,Costillas de Cerdo,Carnes,18,mesa,54000,Domingo,domingo
2024-04-07,Costillas de Cerdo,Carnes,23,domicilio,54000,Domingo,domingo
2024-04-07,Lomo de Cerdo,Carnes,15,mesa,54000,Domingo,domingo
2024-04-07,Lomo de Cerdo,Carnes,10,domicilio,54000,Domingo,domingo
2024-04-07,Sobrebarriga,Carnes,30,mesa,54000,Domingo,domingo
2024-04-07,Sobrebarriga,Carnes,27,domicilio,54000,Domingo,domingo
2024-04-07,Pechuga Asada,Carnes,8,mesa,52000,Domingo,domingo
2024-04-07,Pechuga Asada,Carnes,10,domicilio,52000,Domingo,domingo
2024-04-07,Mojarra 2en1,Pescados,14,mesa,50000,Domingo,domingo
2024-04-07,Mojarra 2en1,Pescados,18,domicilio,50000,Domingo,domingo
2024-04-07,Trucha 2en1,Pescados,4,mesa,50000,Domingo,domingo
2024-04-07,Trucha 2en1,Pescados,4,domicilio,50000,Domingo,domingo
2024-04-07,Tierra Aire Mar,Pescados,2,mesa,90000,Domingo,domingo
2024-04-07,Tierra Aire Mar,Pescados,2,domicilio,90000,Domingo,domingo
2024-04-07,Arroz con Pollo,Arroces,30,mesa,45000,Domingo,domingo
2024-04-07,Arroz con Pollo,Arroces,30,domicilio,45000,Domingo,domingo
2024-04-09,Lengua en salsa,Sopas,1,mesa,60000,Martes,entre_semana
2024-04-09,Lengua en salsa,Sopas,1,domicilio,60000,Martes,entre_semana
2024-04-09,Sancocho de Gallina,Sopas,3,mesa,60000,Martes,entre_semana
2024-04-09,Sancocho de Gallina,Sopas,3,domicilio,60000,Martes,entre_semana
2024-04-09,Frijoles con Pezuña,Sopas,4,mesa,50000,Martes,entre_semana
2024-04-09,Frijoles con Pezuña,Sopas,2,domicilio,50000,Martes,entre_semana
2024-04-09,Pata,Sopas,1,mesa,27000,Martes,entre_semana
2024-04-09,Pata,Sopas,1,domicilio,27000,Martes,entre_semana
2024-04-09,Cola de Buey,Sopas,2,mesa,60000,Martes,entre_semana
2024-04-09,Cola de Buey,Sopas,4,domicilio,60000,Martes,entre_semana
2024-04-09,Cazuela de Mariscos,Sopas,1,mesa,53000,Martes,entre_semana
2024-04-09,Cazuela de Mariscos,Sopas,1,domicilio,53000,Martes,entre_semana
2024-04-09,Carne Asada (Chatas),Carnes,8,mesa,56000,Martes,entre_semana
2024-04-09,Carne Asada (Chatas),Carnes,11,domicilio,56000,Martes,entre_semana
2024-04-09,Carne Oreada,Carnes,2,mesa,56000,Martes,entre_semana
2024-04-09,Carne Oreada,Carnes,3,domicilio,56000,Martes,entre_semana
2024-04-09,Cabro con Pepitoria,Carnes,9,mesa,56000,Martes,entre_semana
2024-04-09,Cabro con Pepitoria,Carnes,10,domicilio,56000,Martes,entre_semana
2024-04-09,Costillas de Cerdo,Carnes,4,mesa,54000,Martes,entre_semana
2024-04-09,Costillas de Cerdo,Carnes,5,domicilio,54000,Martes,entre_semana
2024-04-09,Lomo de Cerdo,Carnes,5,mesa,54000,Martes,entre_semana
2024-04-09,Lomo de Cerdo,Carnes,4,domicilio,54000,Martes,entre_semana
2024-04-09,Sobrebarriga,Carnes,10,mesa,54000,Martes,entre_semana
2024-04-09,Sobrebarriga,Carnes,10,domicilio,54000,Martes,entre_semana
2024-04-09,Pechuga Asada,Carnes,2,mesa,52000,Martes,entre_semana
2024-04-09,Pechuga Asada,Carnes,4,domicilio,52000,Martes,entre_semana
2024-04-09,Mojarra 2en1,Pescados,4,mesa,50000,Martes,entre_semana
2024-04-09,Mojarra 2en1,Pescados,5,domicilio,50000,Martes,entre_semana
2024-04-09,Trucha 2en1,Pescados,1,mesa,50000,Martes,entre_semana
2024-04-09,Trucha 2en1,Pescados,1,domicilio,50000,Martes,entre_semana
2024-04-09,Tierra Aire Mar,Pescados,1,domicilio,90000,Martes,entre_semana
2024-04-09,Arroz con Pollo,Arroces,9,mesa,45000,Martes,entre_semana
2024-04-09,Arroz con Pollo,Arroces,7,domicilio,45000,Martes,entre_semana
2024-04-09,Almuerzo Ejecutivo,Corrientes,42,mesa,25000,Martes,entre_semana
2024-04-09,Almuerzo Ejecutivo,Corrientes,50,domicilio,25000,Martes,entre_semana
2024-04-10,Lengua en salsa,Sopas,1,mesa,60000,Miércoles,entre_semana
2024-04-10,Lengua en salsa,Sopas,1,domicilio,60000,Miércoles,entre_semana
2024-04-10,Sancocho de Gallina,Sopas,4,mesa,60000,Miércoles,entre_semana
2024-04-10,Sancocho de Gallina,Sopas,4,domicilio,60000,Miércoles,entre_semana
2024-04-10,Frijoles con Pezuña,Sopas,2,mesa,50000,Miércoles,entre_semana
2024-04-10,Frijoles con Pezuña,Sopas,2,domicilio,50000,Miércoles,entre_semana
2024-04-10,Pata,Sopas,1,mesa,27000,Miércoles,entre_semana
2024-04-10,Pata,Sopas,1,domicilio,27000,Miércoles,entre_semana
2024-04-10,Cola de Buey,Sopas,3,mesa,60000,Miércoles,entre_semana
2024-04-10,Cola de Buey,Sopas,5,domicilio,60000,Miércoles,entre_semana
2024-04-10,Cazuela de Mariscos,Sopas,1,mesa,53000,Miércoles,entre_semana
2024-04-10,Cazuela de Mariscos,Sopas,1,domicilio,53000,Miércoles,entre_semana
2024-04-10,Carne Asada (Chatas),Carnes,10,mesa,56000,Miércoles,entre_semana
2024-04-10,Carne Asada (Chatas),Carnes,10,domicilio,56000,Miércoles,entre_semana
2024-04-10,Carne Oreada,Carnes,3,mesa,56000,Miércoles,entre_semana
2024-04-10,Carne Oreada,Carnes,4,domicilio,56000,Miércoles,entre_semana
2024-04-10,Cabro con Pepitoria,Carnes,10,mesa,56000,Miércoles,entre_semana
2024-04-10,Cabro con Pepitoria,Carnes,7,domicilio,56000,Miércoles,entre_semana
2024-04-10,Costillas de Cerdo,Carnes,6,mesa,54000,Miércoles,entre_semana
2024-04-10,Costillas de Cerdo,Carnes,6,domicilio,54000,Miércoles,entre_semana
2024-04-10,Lomo de Cerdo,Carnes,4,mesa,54000,Miércoles,entre_semana
2024-04-10,Lomo de Cerdo,Carnes,5,domicilio,54000,Miércoles,entre_semana
2024-04-10,Sobrebarriga,Carnes,9,mesa,54000,Miércoles,entre_semana
2024-04-10,Sobrebarriga,Carnes,8,domicilio,54000,Miércoles,entre_semana
2024-04-10,Pechuga Asada,Carnes,2,mesa,52000,Miércoles,entre_semana
2024-04-10,Pechuga Asada,Carnes,4,domicilio,52000,Miércoles,entre_semana
2024-04-10,Mojarra 2en1,Pescados,4,mesa,50000,Miércoles,entre_semana
2024-04-10,Mojarra 2en1,Pescados,4,domicilio,50000,Miércoles,entre_semana
2024-04-10,Trucha 2en1,Pescados,1,mesa,50000,Miércoles,entre_semana
2024-04-10,Trucha 2en1,Pescados,1,domicilio,50000,Miércoles,entre_semana
2024-04-10,Tierra Aire Mar,Pescados,1,domicilio,90000,Miércoles,entre_semana
2024-04-10,Arroz con Pollo,Arroces,8,mesa,45000,Miércoles,entre_semana
2024-04-10,Arroz con Pollo,Arroces,9,domicilio,45000,Miércoles,entre_semana
2024-04-10,Almuerzo Ejecutivo,Corrientes,51,mesa,25000,Miércoles,entre_semana
2024-04-10,Almuerzo Ejecutivo,Corrientes,38,domicilio,25000,Miércoles,entre_semana
2024-04-11,Lengua en salsa,Sopas,1,mesa,60000,Jueves,entre_semana
2024-04-11,Lengua en salsa,Sopas,1,domicilio,60000,Jueves,entre_semana
2024-04-11,Sancocho de Gallina,Sopas,2,mesa,60000,Jueves,entre_semana
2024-04-11,Sancocho de Gallina,Sopas,3,domicilio,60000,Jueves,entre_semana
2024-04-11,Frijoles con Pezuña,Sopas,3,mesa,50000,Jueves,entre_semana
2024-04-11,Frijoles con Pezuña,Sopas,2,domicilio,50000,Jueves,entre_semana
2024-04-11,Pata,Sopas,1,mesa,27000,Jueves,entre_semana
2024-04-11,Pata,Sopas,1,domicilio,27000,Jueves,entre_semana
2024-04-11,Cola de Buey,Sopas,3,mesa,60000,Jueves,entre_semana
2024-04-11,Cola de Buey,Sopas,3,domicilio,60000,Jueves,entre_semana
2024-04-11,Cazuela de Mariscos,Sopas,1,mesa,53000,Jueves,entre_semana
2024-04-11,Cazuela de Mariscos,Sopas,1,domicilio,53000,Jueves,entre_semana
2024-04-11,Carne Asada (Chatas),Carnes,10,mesa,56000,Jueves,entre_semana
2024-04-11,Carne Asada (Chatas),Carnes,9,domicilio,56000,Jueves,entre_semana
2024-04-11,Carne Oreada,Carnes,3,mesa,56000,Jueves,entre_semana
2024-04-11,Carne Oreada,Carnes,3,domicilio,56000,Jueves,entre_semana
2024-04-11,Cabro con Pepitoria,Carnes,8,mesa,56000,Jueves,entre_semana
2024-04-11,Cabro con Pepitoria,Carnes,8,domicilio,56000,Jueves,entre_semana
2024-04-11,Costillas de Cerdo,Carnes,5,mesa,54000,Jueves,entre_semana
2024-04-11,Costillas de Cerdo,Carnes,7,domicilio,54000,Jueves,entre_semana
2024-04-11,Lomo de Cerdo,Carnes,4,mesa,54000,Jueves,entre_semana
2024-04-11,Lomo de Cerdo,Carnes,5,domicilio,54000,Jueves,entre_semana
2024-04-11,Sobrebarriga,Carnes,12,mesa,54000,Jueves,entre_semana
2024-04-11,Sobrebarriga,Carnes,9,domicilio,54000,Jueves,entre_semana
2024-04-11,Pechuga Asada,Carnes,2,mesa,52000,Jueves,entre_semana
2024-04-11,Pechuga Asada,Carnes,3,domicilio,52000,Jueves,entre_semana
2024-04-11,Mojarra 2en1,Pescados,4,mesa,50000,Jueves,entre_semana
2024-04-11,Mojarra 2en1,Pescados,5,domicilio,50000,Jueves,entre_semana
2024-04-11,Trucha 2en1,Pescados,1,mesa,50000,Jueves,entre_semana
2024-04-11,Trucha 2en1,Pescados,1,domicilio,50000,Jueves,entre_semana
2024-04-11,Tierra Aire Mar,Pescados,1,domicilio,90000,Jueves,entre_semana
2024-04-11,Arroz con Pollo,Arroces,9,mesa,45000,Jueves,entre_semana
2024-04-11,Arroz con Pollo,Arroces,10,domicilio,45000,Jueves,entre_semana
2024-04-11,Almuerzo Ejecutivo,Corrientes,51,mesa,25000,Jueves,entre_semana
2024-04-11,Almuerzo Ejecutivo,Corrientes,52,domicilio,25000,Jueves,entre_semana
2024-04-12,Lengua en salsa,Sopas,1,mesa,60000,Viernes,entre_semana
2024-04-12,Lengua en salsa,Sopas,1,domicilio,60000,Viernes,entre_semana
2024-04-12,Sancocho de Gallina,Sopas,3,mesa,60000,Viernes,entre_semana
2024-04-12,Sancocho de Gallina,Sopas,4,domicilio,60000,Viernes,entre_semana
2024-04-12,Frijoles con Pezuña,Sopas,3,mesa,50000,Viernes,entre_semana
2024-04-12,Frijoles con Pezuña,Sopas,2,domicilio,50000,Viernes,entre_semana
2024-04-12,Pata,Sopas,1,mesa,27000,Viernes,entre_semana
2024-04-12,Pata,Sopas,1,domicilio,27000,Viernes,entre_semana
2024-04-12,Cola de Buey,Sopas,3,mesa,60000,Viernes,entre_semana
2024-04-12,Cola de Buey,Sopas,3,domicilio,60000,Viernes,entre_semana
2024-04-12,Cazuela de Mariscos,Sopas,1,mesa,53000,Viernes,entre_semana
2024-04-12,Cazuela de Mariscos,Sopas,1,domicilio,53000,Viernes,entre_semana
2024-04-12,Carne Asada (Chatas),Carnes,8,mesa,56000,Viernes,entre_semana
